S.no,property,location,carpet_area_sqft,Price,Rate_per_sqft,status,floor,transaction,facing,overlooking,ownership,parking,city,bedroom,X,Y,nearest_metro_1,nearest_metro_2,nearest_school_1,nearest_school_2,nearest_school_3,nearest_hospital_1,nearest_hospital_2,nearest_hospital_3,distance_nearest_metro_km,distance_nearest_hospital_km,distance_nearest_school_km
1235,, Ansal Heights,1050,7000000,2647,Ready to Move,8 out of 13,Resale,North - East,Garden/Park,Leasehold,1 Covered,Gurgaon,3,77.333354,28.644839,89,4,1705,1712,1689,100,7,107,1.001086708,2.979257023,1.57661126
1237,, New Friends Colony New Delhi,950,240000000,8000,Ready to Move,10 out of 14,New Property,North,Garden/Park,Leasehold,"1 Covered,",Delhi,10,77.271137,28.563114,201,70,662,259,258,85,11,10,0.560469275,0.213809184,0.367974041
1240,, Sector 117,4518,3000000,12941,Ready to Move,Ground out of 2,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Noida,1,76.87537746,28.3781429,202,59,2126,1881,2125,128,109,74,9.288792348,27.16132661,14.72586155
1241,, Rohini Sector 17 New Delhi,1479,22000000,4000,Ready to Move,4 out of 4,Resale,East,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",Delhi,6,77.059731,28.476377,60,112,2217,1849,2084,128,28,29,1.478690773,8.257351609,4.961164204
1242,, Kst Chattarpur Villas,1800,4100000,15833,Ready to Move,3 out of 4,Resale,North - East,"Garden/Park, Main Road",Power Of Attorney,,Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
1243,, Rajouri Garden,13500,28500000,11111,Ready to Move,1 out of 1,Resale,North,"Garden/Park, Main Road",Freehold,,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
1244,, Ram Nagar Ghaziabad,2100,50000000,5000,Ready to Move,Upper Basement out of 4,Resale,North - East,Garden/Park,Freehold,,Ghaziabad,10,77.440987,28.655353,187,6,1203,1580,1343,129,94,100,3.289436589,13.43471972,11.87658959
1261,A S Associates, Rajendra Nagar,1170,5000000,5051,Ready to Move,2 out of 5,Resale,East,"Garden/Park, Main Road",Freehold,1 Covered,Ghaziabad,3,77.0211279,28.4495431,59,60,2217,2071,2070,128,109,89,5.822259006,11.78460381,8.451885003
1263,Vedi Realtors, Greater Noida,3070,2500000,5682,Ready to Move,Ground out of 11,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,1 Open,Noida,1,77.391149,28.50689,15,143,5558,413,5516,1,118,10,8.933880446,12.44268677,5.688024177
1264,, SBI Apartment,650,16500000,12692,Ready to Move,4 out of 12,Resale,East,"Garden/Park, Main Road",Freehold,2 Covered,Delhi,3,77.018953,28.467168,60,59,2217,2071,2070,128,109,89,5.962650813,10.03267831,6.68722854
1265,, Maitri Apartments,1040,10500000,7836,Ready to Move,3 out of 4,Resale,South - East,Main Road,Freehold,"2 Covered,",Delhi,3,76.006331,10.996263,96,162,167,741,742,4,29,5,786.9819755,1949.267831,1939.525093
1267,, Sector 78,3150,2200000,2933,Ready to Move,Ground out of 5,New Property,North - West,"Main Road, Garden/Park, Pool",Freehold,1 Covered,Noida,2,76.9702955,28.3725283,59,202,2160,2236,2071,128,109,28,14.88652087,21.82816496,16.36939156
1268,, DDA Flats Sector 23,2167,7500000,18750,Ready to Move,Upper Basement out of 4,Resale,North - East,Main Road,Freehold,12 Covered,Delhi,1,77.066139,28.579349,34,35,1794,1917,1793,89,25,60,0.57062879,1.064674363,0.434620241
1271,, Derawal Nagar,700,21000000,17413,Ready to Move,2 out of 4,New Property,North - East,Garden/Park,Freehold,,Delhi,3,77.191634,28.698285,113,52,3608,3836,3707,73,15,44,0.556871521,1.946354669,0.26293604
1272,, Sarvodaya Nagar,1720,4400000,4889,Ready to Move,3 out of 4,Resale,West,Garden/Park,Leasehold,,Ghaziabad,3,77.193888,28.679266,156,191,2998,3009,914,44,63,27,1.541654872,0.740446273,0.439191247
1273,, Balbir Nagar,975,3600000,3704,Ready to Move,2 out of 3,Resale,East,Main Road,Freehold,,Delhi,3,77.291205,28.682753,185,105,2506,2825,2625,114,106,57,1.050429431,2.351212646,0.333573635
1274,, Sector 61,2700,12500000,9470,Ready to Move,5 out of 15,Resale,North - East,"Pool, Garden/Park, Main Road",Freehold,,Noida,3,77.0963685,28.4110188,59,60,743,506,515,29,28,128,5.974903408,13.9902854,5.814130567
1276,, RWA Residential Society,2000,26500000,11196,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,,Gurgaon,3,79.43072,28.973845,58,187,2589,2774,3034,129,94,100,223.9390702,236.3537382,235.1528019
1277,, Parsvnath Exotica,289,49500000,14602,Ready to Move,Ground out of 4,Resale,North - East,"Garden/Park, Pool",Freehold,,Gurgaon,4,77.224745,28.62923,12,166,25,24,3448,110,45,2,0.066266714,2.260400317,0.589533582
1292,Himachali Properties, Noida Extension,1777,3000000,3390,Ready to Move,3 out of 24,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Noida,2,77.350807,28.536983,143,15,5574,774,254,118,1,10,3.502673065,7.017307973,2.436174477
1293,, DLF Regency Park 2,950,23000000,12943,Ready to Move,10 out of 21,Resale,East,Garden/Park,Freehold,1 Open,Gurgaon,3,76.845592,30.728814,58,176,5401,5402,3774,103,99,102,214.8564728,211.5671888,207.9624798
1294,, DDA Pocket F,1700,8700000,8700,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,2 Covered,Delhi,2,77.255997,28.531617,49,128,637,123,312,5,4,115,1.678728894,1.920579843,0.479215398
1295,, BSNL Apartments,3767.365,8500000,3953,Ready to Move,9 out of 9,Resale,East,Garden/Park,Leasehold,2 Open,Faridabad,4,77.154242,28.723268,189,68,3898,3979,4060,13,86,42,0.746362203,0.530973563,0.594388034
1296,, Sector 44,550,160000000,42469,Ready to Move,1 out of 4,Resale,West,"Garden/Park, Main Road",Leasehold,10 Covered,Noida,6,77.0738281,28.4507064,59,60,831,5547,818,128,28,29,0.967423257,11.30041638,5.554535106
1297,, Mohan Garden,1600,3000000,4167,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Freehold,344 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
1298,, Sector 71,1500,4000000,6667,Ready to Move,2 out of 3,Resale,North - West,Main Road,Freehold,2 Open,Noida,1,77.0233125,28.4064564,59,60,743,831,2217,128,28,29,8.028816096,16.34855692,12.84259051
1300,, Dhawalgiri Apartments,1366,5200000,4333,Ready to Move,5 out of 12,Resale,East,"Garden/Park, Main Road",Power Of Attorney,"1 Covered,",Noida,3,77.359633,28.584024,15,143,1202,1284,1274,24,53,101,3.588684903,5.452403192,3.614251473
1303,, Woodbury Tower,1150,12500000,7645,Ready to Move,3 out of 3,Resale,East,Garden/Park,Freehold,,Faridabad,3,77.043267,28.40396,59,60,743,506,831,128,29,28,6.959481883,16.31245982,11.23747405
1304,, Rohini Sector 5,2450,3000000,6796,Ready to Move,10 out of 13,Resale,East,Garden/Park,Leasehold,,Delhi,1,77.122822,28.732753,172,176,4985,4984,5184,80,50,42,1.987647014,1.596403412,0.437608867
1305,, Kashish Manor,1500,15800000,13909,Ready to Move,3 out of 13,Resale,East,Garden/Park,Freehold,,Gurgaon,3,77.03848548,28.52677765,182,40,2205,2217,2076,128,89,109,2.153487641,3.141729613,1.327217073
1306,, Lajpat Nagar 2,1500,19000000,6372,Ready to Move,1 out of 4,Resale,North - East,,Freehold,,Delhi,3,77.238985,28.569714,95,116,266,46,369,95,105,33,0.289760194,0.586373079,0.117052171
1322,Gupta Realtors, Sector P4 Greater Noida,3600,27900000,8611,Ready to Move,4 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"4 Covered,",Noida,4,77.040732,28.592236,37,38,2015,2025,1906,87,18,54,5.98E-05,0.184862202,0.261157313
1324,, Green Wood Unitech,2700,21000000,10500,Ready to Move,2 out of 4,New Property,East,Garden/Park,Freehold,5 Covered,Gurgaon,3,78.316148,17.390192,96,162,741,742,511,4,5,29,105.4206077,1240.413359,1231.335153
1325,, Anand Vihar,1400,32500000,14444,Ready to Move,2 out of 2,New Property,West,"Garden/Park, Main Road",Freehold,1 Covered,Delhi,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
1327,, BPTP Pride,1100,8600000,6370,Ready to Move,Upper Basement out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Faridabad,4,77.07001,28.423952,59,60,743,831,506,29,28,128,3.939363167,14.1646197,7.544259682
1328,, Sector 75 Faridabad,900,10000000,3704,Ready to Move,10 out of 18,Resale,East,Garden/Park,Leasehold,1 Covered,Faridabad,5,77.06357,28.464073,59,60,2217,831,818,128,28,29,1.137136532,9.65763926,6.29818561
1329,, Indiabulls Centrum Park,816,17500000,8750,Ready to Move,24 out of 24,Resale,North - East,Main Road,Leasehold,1 Open,Gurgaon,3,78.48452,17.416607,96,162,741,742,511,4,5,29,119.9747054,1239.4301,1230.392045
1330,, Eldeco Aamantran,1158,15000000,9141,Ready to Move,10 out of 25,Resale,South,"Garden/Park, Main Road",Power Of Attorney,"1 Covered,",Noida,3,77.038651,28.413978,59,60,743,831,5547,128,28,29,6.293209574,15.25178669,10.96381354
1331,, Gaur Yamuna City,1050,6000000,4364,Ready to Move,1 out of 3,Resale,South - East,Garden/Park,Freehold,3 Covered,Noida,3,72.877308,19.291849,96,202,2126,1863,1881,128,29,109,538.2436845,1127.439557,1115.955849
1332,, Vishwakarma Colony,516.6672,2500000,4146,Ready to Move,2 out of 4,Resale,West,"Garden/Park, Main Road",Freehold,1 Covered,Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
1334,, Modinagar Ghaziabad,4800,4500000,12953,Ready to Move,17 out of 18,Resale,East,Main Road,Freehold,,Ghaziabad,1,77.556741,28.817729,58,187,2968,2733,2731,129,94,106,17.08953554,30.32152438,28.35862065
1335,, IREO Uptown,2100,15000000,3701,Ready to Move,Ground out of 3,Resale,North - West,Garden/Park,Freehold,,Gurgaon,2,77.05879638,28.3962551,59,60,743,506,515,29,128,28,7.169766651,17.13393527,10.23829497
1336,, Panchsheel Primrose,1264,4800000,7407,Ready to Move,Ground out of 2,Resale,North - East,"Garden/Park, Pool",Freehold,,Ghaziabad,3,77.261936,16.757454,96,162,741,742,167,4,5,29,132.4846936,1304.937091,1295.657455
1352,Realty Shopee, BPTP PARK SERENE,750,7400000,4805,Ready to Move,5 out of 20,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,3,76.975484,28.452886,59,60,2160,2236,2071,128,109,74,10.80999983,13.89926872,7.474482566
1354,, BPTP PARK SERENE,1200,7500000,4870,Ready to Move,8 out of 14,Resale,North,Garden/Park,Freehold,1 Covered,Gurgaon,2,76.975484,28.452886,59,60,2160,2236,2071,128,109,74,10.80999983,13.89926872,7.474482566
1355,, Vasundhara,500,2600000,3421,Ready to Move,4 out of 4,New Property,East,Main Road,Freehold,1 Covered,Ghaziabad,2,77.0790894,28.4606332,59,60,831,818,5547,28,128,29,0.728208708,10.36447494,4.65858171
1356,, Sector 76,1800,3070000,3050,Ready to Move,5 out of 22,Resale,East,"Garden/Park, Main Road",Freehold,1 Covered,Faridabad,2,76.9900243,28.3910112,59,60,2160,2071,2236,128,109,28,11.90207864,19.07273316,14.31775705
1358,, Dwarka Sector 10,1400,9500000,13194,Ready to Move,4 out of 4,New Property,East,"Main Road, Garden/Park",Freehold,2 Covered,Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
1359,, Kirti Nagar,750,31000000,17222,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,"3 Covered,",Delhi,3,77.193888,28.679266,156,191,2998,3009,914,44,63,27,1.541654872,0.740446273,0.439191247
1360,, Orchid Mayfield Gardens ,1700,11500000,7931,Ready to Move,2 out of 4,Resale,North - East,Main Road,Freehold,"1 Covered,",Gurgaon,3,77.060437,28.424282,59,60,743,831,5547,128,29,28,4.121371185,14.03316897,8.334530549
1361,, Mehrawali Apartment,1850,2100000,3763,Poss. by Dec '24,Ground out of 5,Resale,North - East,Main Road,Freehold,1 Covered,Delhi,1,77.087003,28.474359,135,136,831,818,5547,28,29,128,0.759135089,9.033171928,3.694487706
1362,, Prideville ,600,6510000,6200,Ready to Move,2 out of 14,Resale,North,Garden/Park,Freehold,2 Open,Noida,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
1363,, Lajpat Nagar III,3800,24500000,13243,Ready to Move,3 out of 3,Resale,South -West,Garden/Park,Leasehold,1 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
1364,, Ibiza Town,1000,44200000,7492,Ready to Move,21 out of 21,New Property,North,"Garden/Park, Pool",Freehold,1 Covered,Faridabad,5,77.093572,28.463248,197,59,831,5547,818,29,28,128,2.001497234,9.520450552,3.027734708
1366,, Gulshan Botnia,1377,8200000,8000,Ready to Move,14 out of 14,Resale,North,"Garden/Park, Pool, Main Road",Freehold,,Noida,2,79.084734,27.47928,162,177,5523,245,5516,1,118,5,218.2999985,232.0697944,224.7755846
1381,Vision Realtech, Gobind Apartment,700,11000000,9700,Ready to Move,3 out of 8,Resale,East,Garden/Park,Leasehold,1 Covered,Delhi,2,77.049117,28.390522,59,60,743,506,515,128,29,28,8.073640214,17.76940542,11.48610932
1383,Noble Property, Sidharth Enclave,3150,26500000,9464,Ready to Move,2 out of 3,Resale,North - East,Garden/Park,Freehold,3 Covered,Delhi,5,77.259753,28.573845,8,218,257,731,255,39,121,58,0.203346899,0.495419369,0.427674717
1384,, Sector 105,1175,4800000,4800,Ready to Move,1 out of 5,Resale,North,Garden/Park,Freehold,"1 Covered,",Gurgaon,3,77.0081378,28.4943133,182,60,2071,2070,2072,128,109,18,6.271691289,8.044491378,3.490392036
1385,, Bharat City,2910,2700000,2798,Ready to Move,10 out of 13,Resale,West,Main Road,Freehold,"1 Covered,",Ghaziabad,2,77.0478143,28.4324434,59,60,831,5547,743,128,28,29,4.064400791,13.12551601,9.032204086
1386,, May Field Gardens Sector 51,840,29000000,9206,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Pool",Freehold,"3 Covered,",Gurgaon,4,77.060437,28.424282,59,60,743,831,5547,128,29,28,4.121371185,14.03316897,8.334530549
1389,, DLF The Belaire,1100,67500000,23140,Ready to Move,12 out of 28,Resale,East,"Garden/Park, Main Road",Freehold,,Gurgaon,4,77.101704,28.449712,59,53,831,5547,818,29,28,128,3.396811536,10.14147513,3.032447191
1390,, Golf Course Road,2700,10800000,3635,Ready to Move,2 out of 4,Resale,East,"Main Road, Garden/Park, Pool",Freehold,,Gurgaon,4,77.0952886,28.4627244,197,53,831,5547,818,29,28,128,2.074234473,9.459290677,2.859381643
1393,, Shakti Nagar,9000,37500000,14098,Ready to Move,Ground out of 2,Resale,East,Garden/Park,Freehold,,Delhi,5,77.0172825,28.4537674,59,60,2217,2071,2070,128,109,89,6.17765863,11.48340111,7.951112241
1394,, Anand Vihar New Delhi,700,52000000,45217,Ready to Move,1 out of 2,Resale,North - East,Garden/Park,Freehold,,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
1395,, RWA Residential Society,2400,25000000,6944,Ready to Move,4 out of 10,Resale,,Main Road,Freehold,,Gurgaon,4,79.43072,28.973845,58,187,2589,2774,3034,129,94,100,223.9390702,236.3537382,235.1528019
1396,, Rohini Sector 7 New Delhi,1100,30000000,46450,Ready to Move,1 out of 3,Resale,,"Garden/Park, Main Road",Freehold,,Delhi,2,77.125775,28.727928,173,172,5030,4852,5671,50,80,42,1.844743645,0.994273229,0.522335018
1411,Maya Buidcon Pvt. Ltd., Sector 15,1070,55000000,11000,Ready to Move,10 out of 20,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,1 Covered,Faridabad,5,76.91223256,28.38431985,202,59,2126,1881,2125,128,109,74,9.776586324,24.23987971,14.16709086
1412,, Gaur City 16th Avenue,1050,7700000,5560,Ready to Move,8 out of 8,Resale,North,"Main Road, Garden/Park",Freehold,"1 Covered,",Noida,3,77.292463,28.624139,103,42,1376,1589,1631,84,67,30,1.33825551,0.86176497,0.534620182
1413,, Sector 62,1800,9500000,6105,Ready to Move,Upper Basement out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Noida,3,77.0823781,28.407697,59,60,743,506,515,29,28,128,5.833360842,15.14629895,7.332528574
1415,, Techer Colony,1550,3100000,3851,Ready to Move,2 out of 5,Resale,South - East,Garden/Park,Freehold,1 Covered,Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
1416,, Ashram,850,10000000,7143,Poss. by Aug '24,2 out of 3,Resale,North - East,Garden/Park,Leasehold,2 Open,Delhi,3,77.12695705,28.40509125,59,5,743,506,515,29,28,40,8.397525864,13.22081864,4.136503088
1418,, SS Southend,890,6000000,9286,Ready to Move,Ground out of 3,Resale,North - East,"Garden/Park, Main Road",Power Of Attorney,1 Covered,Gurgaon,2,77.0465154,28.4102729,59,60,743,831,506,128,29,28,6.17149357,15.5906061,10.51124457
1419,, Sector 15,1050,26000000,3710,Ready to Move,Ground out of 4,Resale,East,Main Road,Freehold,1 Covered,Noida,7,76.91223256,28.38431985,202,59,2126,1881,2125,128,109,74,9.776586324,24.23987971,14.16709086
1420,, Sector 15A,1100,7420000,3077,Ready to Move,Ground out of 3,Resale,North - East,Main Road,Leasehold,"1 Covered,",Noida,3,77.0717418,28.4416815,59,60,831,5547,818,128,29,28,1.963046295,12.24466201,6.21083567
1422,, Shahdara New Delhi,550,1820000,13889,Ready to Move,2 out of 2,Resale,East,"Garden/Park, Main Road, Pool",Leasehold,,Delhi,2,77.29826,28.66785,105,185,1218,1648,1586,57,114,92,0.899188891,1.635362432,0.307012837
1423,, Mahagun Sarovar Portico,2200,12500000,15000,Ready to Move,7 out of 7,Resale,,"Garden/Park, Pool, Main Road",Freehold,,Ghaziabad,1,77.694594,12.978743,96,162,741,742,511,4,5,29,548.8849134,1725.094668,1715.864664
1424,, Sector 15A,1200,75000000,5455,Ready to Move,8 out of 23,Resale,,Main Road,,,Noida,6,77.0717418,28.4416815,59,60,831,5547,818,128,29,28,1.963046295,12.24466201,6.21083567
1425,, Sector 16,1200,12000000,5556,Ready to Move,Ground out of 2,Resale,,,,,Faridabad,3,77.0511794,28.4687344,60,59,2217,2205,2207,128,28,29,2.39144691,9.084905026,5.691987277
1441,Saigal Consultancy, TARC Tripundra,1161,43000000,19500,Poss. by Dec '25,5 out of 10,New Property,North - East,"Garden/Park, Pool",Freehold,2 Covered,Delhi,3,87.095831,25.111257,162,177,5558,5516,5604,24,118,1,1143.147103,1152.854775,1146.730962
1442,, DLF City Phase 3,2200,45000000,16100,Ready to Move,1 out of 4,Resale,North,Garden/Park,Freehold,"2 Covered,",Gurgaon,4,77.0836441,28.4640865,59,60,831,818,5547,28,29,128,1.328368634,10.12802175,4.088539934
1443,, Sector 17 Noida,1450,105000000,16406,Ready to Move,9 out of 21,Resale,South,"Garden/Park, Pool, Main Road",Leasehold,1 Open,Noida,8,77.059731,28.476377,60,112,2217,1849,2084,128,28,29,1.478690773,8.257351609,4.961164204
1444,, Ajnara Homes,376.7365,6200000,4806,Ready to Move,4 out of 7,Resale,East,"Garden/Park, Main Road",Freehold,1 Open,Noida,3,79.526393,25.993753,162,177,5523,245,566,5,1,4,357.7733352,376.7025934,369.071099
1445,, Satyam Apartment,2750,13500000,9310,Ready to Move,4 out of 4,Resale,North - East,Main Road,Leasehold,"2 Covered,",Delhi,3,79.143084,21.194191,96,162,741,742,511,5,4,1,405.1356822,839.2410095,830.7726929
1447,, Keshav Puram,2453,5000000,7692,Ready to Move,2 out of 3,Resale,North,Garden/Park,Freehold,"2 Covered,",Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
1449,, Sector 2,900,22000000,8000,Ready to Move,4 out of 12,New Property,North - East,Main Road,Freehold,3 Covered,Gurgaon,4,77.0342831,28.5090499,182,40,2217,2205,1750,128,109,89,4.023402268,5.092353979,2.126238641
1450,, Noida Royale City,2600,12300000,9180,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"2 Covered,",Noida,4,77.356164,28.574733,15,143,1202,1284,1274,24,118,53,2.705459915,5.593359027,4.037374094
1451,, Jangpura B,2430,11000000,11111,Ready to Move,1 out of 4,Resale,East,"Pool, Garden/Park",Leasehold,1 Covered,Delhi,2,77.250198,28.583333,73,57,733,307,5591,121,39,58,0.970353815,0.956046849,0.370615237
1454,, Sector 20,640,1430000,2600,Ready to Move,2 out of 4,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,,Noida,1,77.08793939,28.5084961,197,135,2221,4271,1849,128,28,29,3.073795024,6.006514252,1.297256334
1455,, Sector 20 Noida,2250,17500000,7292,Ready to Move,1 out of 4,Resale,North,"Garden/Park, Main Road",Leasehold,,Noida,4,77.32933,28.582185,15,131,1355,1202,1470,24,53,101,2.10459306,2.818333549,1.978862987
1457,, Keshav Puram,1850,8500000,9444,Ready to Move,9 out of 14,Resale,North - West,Garden/Park,Leasehold,,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
1471,Golden BRX, Private Colony,1200,6000000,12245,Ready to Move,1 out of 3,Resale,South -West,Main Road,Leasehold,1 Covered,Delhi,4,77.02553579,28.46795385,60,59,2217,2205,2071,128,109,89,5.226987533,9.691128112,6.383512723
1472,Sachin Gambhir, Eldeco Residency Greens,1500,7500000,6000,Ready to Move,5 out of 20,Resale,North,"Garden/Park, Main Road",Freehold,1 Covered,Noida,2,80.971909,26.858711,162,177,5558,5516,5604,1,118,24,437.8076205,449.7929803,442.8540883
1473,Dewan Associates, Paras Irene,1200,15500000,8470,Ready to Move,12 out of 14,Resale,East,Main Road,Freehold,2 Covered,Gurgaon,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
1474,, Imperia Esfera,1342,8820000,6210,Ready to Move,2 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,2,77.041365,28.423027,59,60,831,743,5547,128,28,29,5.321104421,14.22140737,10.16721583
1475,, vasundhra ghaziabad Ghaziabad,1500,5500000,4583,Ready to Move,4 out of 7,Resale,North - West,"Garden/Park, Main Road",Freehold,1 Covered,Ghaziabad,2,77.432251,28.686014,187,6,2589,2774,2775,129,94,100,2.519246138,12.26285571,11.35848155
1477,, Satya Element One,850,15000000,10714,Ready to Move,14 out of 25,New Property,South,Main Road,Power Of Attorney,"3 Covered,",Gurgaon,1,77.05047,28.420656,59,60,743,831,5547,128,29,28,4.950330753,14.42163707,9.463849348
1478,, Krishna Apra Gardens,1170,13700000,8068,Ready to Move,12 out of 14,Resale,North,"Pool, Garden/Park, Main Road",Freehold,1 Covered,Ghaziabad,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
1479,, sector 10 HBC Faridabad,2150,4500000,12500,Ready to Move,2 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Freehold,1 Open,Faridabad,3,77.06357,28.464073,59,60,2217,831,818,128,28,29,1.137136532,9.65763926,6.29818561
1481,, Sector 118 Noida,2200,5000000,4115,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Pool, Main Road",Freehold,,Noida,2,77.3261,28.5708,15,143,1468,1478,1481,24,118,53,1.192542576,3.76351209,2.781319804
1484,, ATS Green Paradiso,900,15000000,6977,Ready to Move,5 out of 10,Resale,North,Garden/Park,Freehold,,Noida,3,77.518293,28.430175,127,13,5558,5516,5604,1,118,24,23.1448303,28.80780355,21.68350963
1501,Iskon Properties, Sree Badrinath Apartment,1800,22000000,11000,Ready to Move,1 out of 5,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,4,75.361179,11.874709,96,162,167,5557,741,29,4,5,712.9385273,1858.312046,1848.694153
